,RawImage
901,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1585_bacteria_4155.jpeg
902,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person815_bacteria_2726.jpeg
903,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1510_virus_2628.jpeg
904,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person72_bacteria_352.jpeg
905,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person314_bacteria_1461.jpeg
906,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person82_virus_155.jpeg
907,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person480_virus_981.jpeg
908,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1181_bacteria_3129.jpeg
909,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person990_bacteria_2917.jpeg
910,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1507_bacteria_3948.jpeg
911,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person53_bacteria_255.jpeg
912,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person533_bacteria_2250.jpeg
913,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person885_bacteria_2809.jpeg
914,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person74_bacteria_363.jpeg
915,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person834_bacteria_2748.jpeg
916,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person465_bacteria_1981.jpeg
917,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1565_bacteria_4095.jpeg
918,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person263_virus_546.jpeg
919,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1550_virus_2691.jpeg
920,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person410_virus_821.jpeg
921,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person472_bacteria_2014.jpeg
922,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1183_virus_2018.jpeg
923,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person257_bacteria_1191.jpeg
924,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person437_bacteria_1886.jpeg
925,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person60_bacteria_286.jpeg
926,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1372_bacteria_3501.jpeg
927,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1184_virus_2019.jpeg
928,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person970_virus_1644.jpeg
929,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1936_bacteria_4852.jpeg
930,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person847_virus_1492.jpeg
931,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person59_bacteria_284.jpeg
932,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person116_virus_221.jpeg
933,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person354_virus_729.jpeg
934,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person260_bacteria_1224.jpeg
935,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person983_virus_1660.jpeg
936,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1491_bacteria_3892.jpeg
937,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1149_bacteria_3094.jpeg
938,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person257_bacteria_1200.jpeg
939,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person816_bacteria_2727.jpeg
940,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person321_bacteria_1488.jpeg
941,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person281_bacteria_1328.jpeg
942,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person361_bacteria_1651.jpeg
943,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person320_virus_647.jpeg
944,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person266_bacteria_1242.jpeg
945,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person581_bacteria_2393.jpeg
946,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person489_bacteria_2063.jpeg
947,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1093_bacteria_3033.jpeg
948,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person357_bacteria_1640.jpeg
949,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person259_bacteria_1217.jpeg
950,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1012_bacteria_2943.jpeg
951,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1159_bacteria_3104.jpeg
952,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person276_bacteria_1297.jpeg
953,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person472_virus_969.jpeg
954,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1034_bacteria_2968.jpeg
955,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1250_bacteria_3207.jpeg
956,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1165_bacteria_3111.jpeg
957,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person26_bacteria_123.jpeg
958,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person585_bacteria_2416.jpeg
959,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person534_bacteria_2254.jpeg
960,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person124_virus_239.jpeg
961,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person359_virus_738.jpeg
962,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1323_bacteria_3363.jpeg
963,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1271_virus_2164.jpeg
964,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person281_bacteria_1323.jpeg
965,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person373_bacteria_1707.jpeg
966,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person703_bacteria_2602.jpeg
967,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1499_bacteria_3915.jpeg
968,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1204_bacteria_3156.jpeg
969,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person321_bacteria_1483.jpeg
970,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1292_virus_2218.jpeg
971,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1580_virus_2739.jpeg
972,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person266_bacteria_1249.jpeg
973,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person908_virus_1564.jpeg
974,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person882_bacteria_2806.jpeg
975,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1094_virus_1814.jpeg
976,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person54_bacteria_258.jpeg
977,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person304_virus_625.jpeg
978,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person23_bacteria_78.jpeg
979,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person837_bacteria_2754.jpeg
980,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person348_bacteria_1604.jpeg
981,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1541_virus_2681.jpeg
982,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1001_bacteria_2932.jpeg
983,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person293_virus_605.jpeg
984,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person470_bacteria_1996.jpeg
985,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1552_bacteria_4055.jpeg
986,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person453_virus_936.jpeg
987,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person591_virus_1139.jpeg
988,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person992_virus_1670.jpeg
989,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person26_bacteria_128.jpeg
990,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person462_bacteria_1961.jpeg
991,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person122_virus_229.jpeg
992,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person23_bacteria_97.jpeg
993,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person445_bacteria_1928.jpeg
994,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1841_bacteria_4708.jpeg
995,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1308_virus_2253.jpeg
996,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person527_bacteria_2225.jpeg
997,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1577_virus_2735.jpeg
998,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1460_bacteria_3805.jpeg
999,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person679_virus_1270.jpeg
1000,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person783_virus_1414.jpeg
1001,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person348_virus_719.jpeg
1002,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1158_virus_1940.jpeg
1003,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1507_bacteria_3943.jpeg
1004,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1634_bacteria_4334.jpeg
1005,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person810_virus_1446.jpeg
1006,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person633_virus_1213.jpeg
1007,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person548_bacteria_2302.jpeg
1008,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1405_bacteria_3567.jpeg
1009,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person920_bacteria_2845.jpeg
1010,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person277_bacteria_1303.jpeg
1011,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person258_virus_539.jpeg
1012,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person918_bacteria_2843.jpeg
1013,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1702_bacteria_4509.jpeg
1014,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1261_bacteria_3219.jpeg
1015,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1455_bacteria_3784.jpeg
1016,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1368_virus_2352.jpeg
1017,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person447_virus_921.jpeg
1018,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1307_bacteria_3278.jpeg
1019,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person70_bacteria_345.jpeg
1020,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person406_bacteria_1820.jpeg
1021,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person131_virus_265.jpeg
1022,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1391_bacteria_3536.jpeg
1023,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person322_bacteria_1494.jpeg
1024,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person507_bacteria_2141.jpeg
1025,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person855_bacteria_2777.jpeg
1026,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person789_bacteria_2694.jpeg
1027,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person444_virus_911.jpeg
1028,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person400_bacteria_1807.jpeg
1029,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1551_bacteria_4054.jpeg
1030,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1106_virus_1829.jpeg
1031,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person461_bacteria_1960.jpeg
1032,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1144_bacteria_3089.jpeg
1033,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person337_bacteria_1563.jpeg
1034,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1405_bacteria_3571.jpeg
1035,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1496_virus_2606.jpeg
1036,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1002_bacteria_2933.jpeg
1037,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1591_bacteria_4177.jpeg
1038,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person157_virus_311.jpeg
1039,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1048_bacteria_2982.jpeg
1040,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person544_virus_1076.jpeg
1041,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person745_virus_1368.jpeg
1042,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person51_bacteria_242.jpeg
1043,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1607_virus_2785.jpeg
1044,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1502_bacteria_3924.jpeg
1045,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1352_bacteria_3443.jpeg
1046,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1051_virus_1750.jpeg
1047,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person550_bacteria_2308.jpeg
1048,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person25_bacteria_115.jpeg
1049,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1269_bacteria_3229.jpeg
1050,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1557_bacteria_4065.jpeg
1051,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person726_bacteria_2628.jpeg
1052,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1145_virus_1905.jpeg
1053,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1567_bacteria_4100.jpeg
1054,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1470_bacteria_3829.jpeg
1055,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1644_bacteria_4358.jpeg
1056,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1225_bacteria_3180.jpeg
1057,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person339_bacteria_1574.jpeg
1058,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1638_bacteria_4340.jpeg
1059,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1130_virus_1860.jpeg
1060,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person720_virus_1339.jpeg
1061,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person458_bacteria_1953.jpeg
1062,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1157_virus_1937.jpeg
1063,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person568_bacteria_2359.jpeg
1064,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person385_bacteria_1766.jpeg
1065,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person371_bacteria_1699.jpeg
1066,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person793_virus_1424.jpeg
1067,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person531_bacteria_2238.jpeg
1068,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person424_bacteria_1859.jpeg
1069,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1448_virus_2468.jpeg
1070,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1077_virus_1787.jpeg
1071,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1085_bacteria_3025.jpeg
1072,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person23_bacteria_81.jpeg
1073,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1728_bacteria_4556.jpeg
1074,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person446_virus_920.jpeg
1075,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1096_virus_1816.jpeg
1076,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person581_virus_1125.jpeg
1077,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person929_virus_1588.jpeg
1078,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person938_bacteria_2863.jpeg
1079,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1943_bacteria_4868.jpeg
1080,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1369_virus_2355.jpeg
1081,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person351_bacteria_1617.jpeg
1082,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person826_virus_1462.jpeg
1083,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person578_virus_1122.jpeg
1084,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person724_bacteria_2626.jpeg
1085,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person348_virus_723.jpeg
1086,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person417_bacteria_1842.jpeg
1087,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person255_bacteria_1182.jpeg
1088,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1658_bacteria_4402.jpeg
1089,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person45_bacteria_221.jpeg
1090,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1603_virus_2781.jpeg
1091,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1660_bacteria_4404.jpeg
1092,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person291_bacteria_1374.jpeg
1093,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person409_virus_816.jpeg
1094,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person366_bacteria_1664.jpeg
1095,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1875_bacteria_4756.jpeg
1096,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person658_bacteria_2550.jpeg
1097,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person444_bacteria_1927.jpeg
1098,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1544_bacteria_4033.jpeg
1099,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1495_virus_2603.jpeg
1100,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1217_virus_2063.jpeg
1101,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1398_bacteria_3548.jpeg
1102,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person634_bacteria_2525.jpeg
1103,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person871_virus_1517.jpeg
1104,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person402_bacteria_1809.jpeg
1105,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1843_bacteria_4710.jpeg
1106,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person443_bacteria_1923.jpeg
1107,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person315_bacteria_1465.jpeg
1108,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person475_bacteria_2021.jpeg
1109,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person51_bacteria_239.jpeg
1110,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1309_virus_2254.jpeg
1111,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person790_virus_1421.jpeg
1112,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person736_virus_1358.jpeg
1113,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person325_bacteria_1500.jpeg
1114,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1145_bacteria_3090.jpeg
1115,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person301_virus_622.jpeg
1116,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person30_bacteria_157.jpeg
1117,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1295_virus_2223.jpeg
1118,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person561_bacteria_2331.jpeg
1119,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person651_bacteria_2543.jpeg
1120,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1155_bacteria_3100.jpeg
1121,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person331_bacteria_1529.jpeg
1122,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1252_virus_2124.jpeg
1123,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person551_bacteria_2311.jpeg
1124,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person61_bacteria_296.jpeg
1125,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1306_bacteria_3277.jpeg
1126,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person56_bacteria_268.jpeg
1127,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person415_bacteria_1837.jpeg
1128,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person1133_virus_1865.jpeg
1129,/Users/ryanheadley/epitech/zoidberg_2020_15/project/dataset/train/PNEUMONIA/person764_virus_1392.jpeg
